   1.0000000000000000E-002   4.7202175717471031E-018   1.5685718451672573E-013
   2.0000000000000000E-002   2.9501359823419393E-020   9.8035740322953570E-016
   2.9999999999999999E-002   3.6876699779274247E-022   1.2254467540369193E-017
   4.0000000000000001E-002   6.9143812086139203E-024   2.2977126638192236E-019
   5.0000000000000003E-002   1.7285953021534797E-025   5.7442816595480591E-021
   5.9999999999999998E-002   5.4018603192296240E-027   1.7950880186087685E-022
   7.0000000000000007E-002   2.0256976197111096E-028   6.7315800697828814E-024
   8.0000000000000002E-002   8.8624270862361065E-030   2.9450662805300106E-025
   8.9999999999999997E-002   4.4312135431180529E-031   1.4725331402650052E-026
  0.10000000000000001        2.4925576180039044E-032   8.2829989139906557E-028
  0.11000000000000000        1.5578485112524403E-033   5.1768743212441598E-029
  0.12000000000000000        1.0710208514860522E-034   3.5591010958553594E-030
  0.13000000000000000        8.0326563861453916E-036   2.6693258218915195E-031
  0.14000000000000001        6.5265333137431304E-037   2.1688272302868595E-032
  0.14999999999999999        5.7107166495252399E-038   1.8977238265010025E-033
  0.16000000000000000        5.3537968589299124E-039   1.7791160873446893E-034
  0.17000000000000001        5.3537968589299113E-040   1.7791160873446894E-035
  0.17999999999999999        5.6884091626130317E-041   1.8903108428037319E-036
  0.19000000000000000        6.3994603079396616E-042   2.1265996981541985E-037
  0.20000000000000001        7.5993591156783464E-043   2.5253371415581101E-038
  0.20999999999999999        9.4991988945979330E-044   3.1566714269476376E-039
  0.22000000000000000        1.2467698549159785E-044   4.1431312478687744E-040
  0.23000000000000001        1.7143085505094702E-045   5.6968054658195640E-041
  0.23999999999999999        2.4643185413573631E-046   8.1891578571156209E-042
  0.25000000000000000        3.6964778120360447E-047   1.2283736785673432E-042
  0.26000000000000001        5.7757465813063204E-048   1.9193338727614741E-043
  0.27000000000000002        9.3855881946227709E-049   3.1189175432373961E-044
  0.28000000000000003        1.5838180078425925E-049   5.2631733542131051E-045
  0.28999999999999998        2.7716815137245372E-050   9.2105533698729325E-046
  0.29999999999999999        5.0236727436257219E-051   1.6694127982894688E-046
  0.31000000000000000        9.4193863942982282E-052   3.1301489967927534E-047
  0.32000000000000001        1.8250061138952817E-052   6.0646636812859604E-048
  0.33000000000000002        3.6500122277905627E-053   1.2129327362571919E-048
  0.34000000000000002        7.5281502198180352E-054   2.5016737685304579E-049
  0.35000000000000003        1.5997319217113323E-054   5.3160567581272223E-050
  0.35999999999999999        3.4994135787435385E-055   1.1628874158403299E-050
  0.37000000000000000        7.8736805521729612E-056   2.6164966856407413E-051
  0.38000000000000000        1.8207886276899972E-056   6.0506485855442138E-052
  0.39000000000000001        4.3243729907637432E-057   1.4370290390667508E-052
  0.40000000000000002        1.0540659164986627E-057   3.5027582827252049E-053
  0.41000000000000003        2.6351647912466568E-058   8.7568957068130124E-054
  0.41999999999999998        6.7526097775695562E-059   2.2439545248708343E-054
  0.42999999999999999        1.7725600666120083E-059   5.8903806277859394E-055
  0.44000000000000000        4.7637551790197721E-060   1.5830397937174707E-055
  0.45000000000000001        1.3100326742304371E-060   4.3533594327230434E-056
  0.46000000000000002        3.6844668962731049E-061   1.2243823404533564E-056
  0.47000000000000003        1.0592842326785174E-061   3.5200992288033997E-057
  0.47999999999999998        3.1116474334931454E-062   1.0340291484609986E-057
  0.48999999999999999        9.3349423004794352E-063   3.1020874453829946E-058
  0.50000000000000000        2.8588260795218269E-063   9.5001428014854206E-059
  0.51000000000000001        8.9338314985057081E-064   2.9687946254641944E-059
  0.52000000000000002        2.8476587901486948E-064   9.4630328686671178E-060
  0.53000000000000003        9.2548910679832564E-065   3.0754856823168133E-060
  0.54000000000000004        3.0656826662694544E-065   1.0187546322674443E-060
  0.55000000000000004        1.0346678998659405E-065   3.4382968839026257E-061
  0.56000000000000005        3.5566709057891723E-066   1.1819145538415276E-061
  0.57000000000000006        1.2448348170262099E-066   4.1367009384453464E-062
  0.57999999999999996        4.4347240356558741E-067   1.4736997093211546E-062
  0.58999999999999997        1.6075874629252540E-067   5.3421614462891843E-063
  0.59999999999999998        5.9279787695368743E-068   1.9699220333191370E-063
  0.60999999999999999        2.2229920385763272E-068   7.3872076249467596E-064
  0.62000000000000000        8.4751571470722468E-069   2.8163729070109521E-064
  0.63000000000000000        3.2841233944904955E-069   1.0913445014667439E-064
  0.64000000000000001        1.2931235865806328E-069   4.2971689745253033E-065
  0.65000000000000002        5.1724943463225308E-070   1.7188675898101215E-065
  0.66000000000000003        2.1013258281935287E-070   6.9828995836036193E-066
  0.67000000000000004        8.6679690412983022E-071   2.8804460782364922E-066
  0.68000000000000005        3.6297120360436633E-071   1.2061867952615311E-066
  0.69000000000000006        1.5426276153185573E-071   5.1262938798615079E-067
  0.70000000000000007        6.6525815910612770E-072   2.2107142356902755E-067
  0.70999999999999996        2.9105044460893094E-072   9.6718747811449532E-068
  0.71999999999999997        1.2915363479521308E-072   4.2918944341330728E-068
  0.72999999999999998        5.8119135657845873E-073   1.9313524953598831E-068
  0.73999999999999999        2.6516855643892181E-073   8.8117957600794668E-069
  0.75000000000000000        1.2264045735300133E-073   4.0754555390367517E-069
  0.76000000000000001        5.7487714384219378E-074   1.9103697839234775E-069
  0.77000000000000002        2.7306664332504202E-074   9.0742564736365179E-070
  0.78000000000000003        1.3141332210017645E-074   4.3669859279375737E-070
  0.79000000000000004        6.4063994523836031E-075   2.1289056398695674E-070
  0.80000000000000004        3.1631597296144038E-075   1.0511471596855990E-070
  0.81000000000000005        1.5815798648072019E-075   5.2557357984279948E-071
